data,score,rating,bug_report,feature_request,user_experience
Bonjour. Bonne application. Mais j'ai un petit souci pour le sommeil. Je me réveille très souvent la nuit pendant 1h ou 2 (voir plus des fois) et on ne peut pas le faire apparaitre. Il serait possible de rajouter un deuxième créneau de sommeil?,3,1,0,1,0
Je n'arrive pas du tous a installer l'appli sur mon téléphone (afin de synchroniser avec ma montre) tous le début fonctionne mais des que je dois me connecter a mon compte Samsung ça recherche en continu mais rien de fonctionne.... comment faire ? Les mises a jours sont faites ...,1,0,1,0,0
J'aime,5,1,0,0,0
Superbe. Je sais enregistrer mes parcours. J'aimerais que la fonction sommeil soit plus précise. Avec en plus des statistiques mensuelles et annuelles,4,1,0,1,1
Nice,5,1,0,0,0
"Ne compte pas correctement les pas, à titre d'exemple j'ai marché 16km hier et il m'en compte 8, donne pas spécialement envie d'être exploré mais pourtant le contenu peut être intéressant pour certains aspects, en revanche ça a tendance à demander des informations un peu trop précises à mon goût...",3,0,1,0,1
Parmi les meilleures applications indispensables.,5,1,0,0,0
Ne fonctionne plus depuis la dernière mise à jour. Une étoile devient même trop.,1,1,1,0,0
"J'ai comparé cette appli Samsung avec l'appli huawei health installée sur mon huawei p20 pro, résultat pour un même trajet avec les 2 appli à zéro toutes les deux ainsi qu'avec les mêmes paramètres, résultat Samsung 224 pas soit 220 mètres et l'appli huawei 2086 pas soit 1.49 kms ce qui correspond à ma distance de test. Donc pour moi l'appli Samsung n'est absolument pas fiable du tout et à revoir.",1,0,1,0,0
c cool,4,1,0,0,0
"Rien à dire, c'est un super compagnon du bien-être 👌👌👌👌👌",4,1,0,0,0
Super,5,1,0,0,0
"Le suivi de mes activités physiques est très intuitif, digne de Samsung.",5,0,0,0,1
"Depiis la dernière mise à jour (au 16 janvier 2021), il devenu obligatoire de se connecter à un compte Samsung. Cela implique d'autoriser le transfert de données (plutôt personnelles) vers leurs serveurs. Une fonctionnalité inutile pour moi et que je trouve dangereuse en terme de vie privée: avec les statistiques de marche, on peut savoir quand je suis chez moi, quand je pars au boulot, quand je fais les courses...) Je désinstalle cette application.",1,1,0,1,0
Nul impossible de l'utiliser......,1,1,0,0,0
Super bien,5,1,0,0,0
"Bonne application, elle me convient parfaitement.",4,1,0,0,0
Pourquoi demander l'autorisation de passer des appels ?????? Inadmissible pour une telle application . Très déçue Je desinstalle,1,1,0,1,0
"Cette application ma aider dans tous mes exercice, marche, sport",5,0,0,0,1
Au top,5,1,0,0,0
Très bien .,4,1,0,0,0
Bien,5,1,0,0,0
"Bonjour, Les données sont toutes fausses, les escaliers, les pas, le sommeil. Les escaliers : j'habite aux 2ème étage et quand je sors j'ai 2 ou 3 étages à descendre et lui il met zéro ou le contraire je ne suis pas sortie et il me met 1 étage. Le sommeil avant que ma montre Samsug gear S3 frontier tombe en panne il comptait les heures de sommeil, depuis il note l'heure où je me suis couchée, et le nouveau graphique on ne sait pas vraiment les heures profondes de sommeil effectives.",1,0,1,0,0
"C'est quoi cette double authentification qui demande notre numéro de téléphone ? D'un seul coup ça vous prend, il vous faut nos métadonnées ?!?!?",1,0,0,1,1
Motivant,4,1,0,0,0
Excelente app ppir évaluer les distances que je parcoure chaque jour.,5,0,0,0,1
Super,5,1,0,0,0
"Depuis la mise à jour, si je n'autorise pas tout mes accès je ne peux pas avoir accès à l'application. Je vois que je ne suis pas la seule. Dommage",1,0,0,1,0
Très pratique,5,1,0,0,0
Ne permet plus de synchroniser le nombre de pas depuis une autre source.,1,0,0,1,0
l'application n'est pas compatible avec Huawei mate 40 pro,1,0,1,0,0
je suis satisfait,5,1,0,0,0
Nice,5,1,0,0,0
Dommage que la gestion du nombre d'étages est disparu.,3,0,0,1,0
Application médiocre,1,1,0,0,0
besoin de rien...,1,1,0,0,0
Validation en 2 étapes nulle,1,1,0,1,0
"La mise à jour ne fonctionne pas,",1,0,1,0,0
Ne fonctionne pas sur un One+6 (Android oxygène) aucun pas pris en compte,1,0,1,0,0
Super,5,1,0,0,0
Toit est indiqué parfait,5,1,0,0,0
tres bon suivi (à condition d'avoir un bracelet tracking ou une montre compatible),4,0,0,0,1
Pour calculer mes pas journalier,4,0,0,0,1
pratique,4,1,0,0,0
"Une app qui m aide beaucoup. Je le recommande fortement pour notre bien 
être.",5,1,0,0,1
Bonne appli il faut quand meme penser a ameliorer qq point comme le partage ou l'ajout d'un ami et la methode de le rechercher sur le repertoire des contact tel ou su internet. Les defits il faut penser leur donner plus d'attractivité et aussi penser a motiver les gens qui gagne par des badges ou autres,3,1,0,1,0
"Bonjour j'aimerai savoir qu'elle balance connecté puis-je acheter pour me peser et enregistrer mon poids ma masse graisseuse et musculaire automatiquement sur l'application, merci beaucoup 🤗",5,0,0,1,0
cool,5,1,0,0,0
C super sympa j adore,5,1,0,0,0
Dommage qu'il ne fait pas les sentiers GR,2,0,0,1,0
app ne se ouvre pas il m'affiche que mon téléphone est rooté or ce n'est pas le cas 🤨😤😤😤😤😤,1,0,1,0,0
👏👏👏👏👏,5,1,0,0,0
Super,5,1,0,0,0
L'interface est très très moche. J'ai eu l'application Huawei pendant 1 an. Samsung devrait s'en inspirait. Ici. Aucun plaisir de regarder les statistiques. Le cardio n'es affiché qu'avec des Points on aimerais un Ligne (flatline) Les heure de sommeils on ne peut pas cliqué dans la courbe pour voir les heures.. le stress n'affiche strictement rien. Et les sport. ben là c'est la montre qui pêche. impossible de mettre certain sports prioritaire. C'est Pauvre.,2,1,0,1,0
Parfait.,5,1,0,0,0
Nombreux bugs dans les calculs calories/nutriments (bugs qui n'etaient pourtant pas présent il y a plusieurs mois),2,0,1,0,0
Trop cool,5,1,0,0,0
J'aime,5,1,0,0,0
Bien,4,1,0,0,0
"Je surveille beaucoup plus mon activité physique depuis que je l'ai 
installé. Et entre collègue nous comparons nos résultats et nous efforçons 
de marcher plus.",4,0,0,0,1
Très bonne appli,5,1,0,0,0
"Application que je recommande sans hésiter, vraiment pratique pour pratiquer une activité sportive",5,1,0,0,1
"application de suivi santé utile pour qui veut se surveiller, beaucoup de possibilités, notamment au niveau du suivi sportif et alimentation. encore faut-il être sûr que toutes ces données ne seront pas divulguées à des fins commerciales.",3,0,0,0,1
"Changement de téléphone récent, vendredi 30 le comptage des pas s'est effectué. Depuis gros beug??? Je n'ai soit disant pas encore marché ce matin et déjà dépensé 517 kcal 😒... J'adore cette application mais qd elle fonctionne 🤔",1,1,1,0,0
Très contente lors de mes déplacements.,5,1,0,0,0
Je regrette beaucoup la mise à jour qui fait de S health nettement moins fonctionnelle et on perd l'accès à l'historique!,1,0,1,0,1
plutôt bien conçu et ficelée. Complète et pertinente. Actualisée et nouveauté constante,5,1,0,0,1
"Utilise une longueur de fouler qui ne s'applique pas à tous. Je cours avec 
une montre mais pour que l'application tienne compte de mes pas ou de 
l'entraînement je dois apporter mon cellulaire avec moi. Quand on change 
d'appareils, on perd tous les stats.",5,0,1,0,1
"Depuis deux jour l applications ne prend plus en compte les entraînements 
et les pas je loupe les objectifs",3,0,1,0,0
"J'utilise cette application et la trouve super efficace. Repris la course à pied avec un des programmes proposés et c'était top. Par contre on ne peut pas enregistrer ses paires de chaussures pour comptabiliser les km et il est impossible de créer son propre programme d'entrainement. Sinon, c'est parfait.",4,1,0,1,1
Sympa pour voir notre progression quotidienne,5,0,0,0,1
Manque la mesure d'un pas,4,0,0,1,0
"SUPER application pour le suivie d'activité sportives, cardiaque, du sommeil etc.. de nouvelles petites améliorations y sont apportées assez fréquemment. Combiné à une gear fit2 Pro c'est l'assitant PARFAIT au QUOTIDIEN. Pour ceux pèse leurs repas, il vous permettera de savoir vos quantités de protéines, glucides, lipides et crtnes vitamines A, C Mm mon app Muscu n'est pas aussi complete Mtn il ne manque plus qu'elle se synchronise directement à Strava (et autres) SANS passer par google fit 😁",5,1,0,1,1
Excellent,5,1,0,0,0
sympathique mais pas toujours compréhensible notamment sur le sommeil...,4,0,0,0,1
Bonne voire très bonne application.,5,1,0,0,0
"C est une totale régression! Rythme cardiaque en continu, disparu...sans compter les bugs...très déçu.. si j avais su, je n aurais pas fait cette mise à jour... Je pense que c est le dernier produit Samsung que j achèterais, déjà qu on a laissé tomber le galaxy note... Je vais basculer sur Apple, car Samsung ne nous écoute pas, et n en a rien à faire une fois le produit acheté !!!😡😡",1,1,1,0,0
c'est très motivant !,5,1,0,0,0
Magnifique,5,1,0,0,0
cool,5,1,0,0,0
EXCELENT,5,1,0,0,0
Super application,5,1,0,0,0
Toooop,5,1,0,0,0
"La dernière mise à jour, mais pourquoi ?",1,0,0,0,1
"Détection des pas qui ne fonctionne pas sur les Huawei. Avec l'application Décathlon, 10 000 pas. Celle de Samsung, 504 pas. Est ce un problème de priorité des applications ? Ah et il y a aussi Huawei Santé qui détecte les pas normalement.",2,0,1,0,0
cette application m'aide à me dépasser pour garder un poids raisonnable .merci,5,0,0,0,1
Vraiment une bonne appli santé,4,1,0,0,0
Cette application m'aide a tenir le rythme dans mes activités sportives et a rester active et en bonne santé.,5,0,0,0,1
Depuis hier mon appli ne fonctionne plus j ai fait un mise a jour désinstallé réinstallé et rien ca ne me calcule plus rien vraiment déçue j adoré cette application,1,1,1,0,0
"Impossible de créer ses propres programmes de courses à pied personnalisées. Choix de sport limité sur une galaxy watch (pas de tennis, pourtant présent dans l'application)",1,0,0,1,0
Ne fonctionne pas sur huawei,1,0,1,0,0
"Depuis la mise à jour, la zone de fréquence cardiaque dans exercice n'est plus identique avec la montre",4,0,1,0,0
lorsqu'on lance une activités avec le téléphone elle ne se lance pas sur la montre...,2,0,1,0,0
Pourquoi vouloir avoir acces a mes contacts pour compter mes pas????,1,0,0,1,0
Depuis la dernière mise à jour le parcours cartographié de l'entraînement effectué n'apparaît plus comme auparavant !,1,0,1,0,0
"Si ma montre est synchronisée en permanence, l'application ne me compte pas environ 20 % des pas effectués. Je dois donc couper la synchronisation et synchroniser une minute chaque soir pour avoir un relevé exact. Y aurait-il moyen de corriger ça ?",2,0,1,0,0
Dommage que pour l'alimentation in se réfère qua des marques distributeur,4,0,0,1,0
"Bonjour, pourriez vous faire en sorte que l'on puisse avoir le comptage du nombre de pas sur l'écran de veille directement comme avant sur mon Galaxy 5 c'était mieux, que de faire à chaque fois dérouler la barre de notifications, du coup je n'utilise plus l'appli",1,0,0,1,0
Bug régulièrement,1,0,1,0,0
bon application mais beaucoup de tricheur et tricheuse qui triche sont faire du sport c est pas bien il faut les bloque moi je marche chaque 24h 30km,5,1,0,1,0
Non mais trop bien la validation en 2 étapes que la 2e étape le code ne peut être validé !!! Trop heureux alors qu'avant la validation en 2 étapes ça marchait trop bien... Je merci de contacter le service par le biais de l'application c'est ça ?? Non moi je crois que vous allez me dire ce qui bug avant que je me demerde avec une autre appli,1,1,1,0,0
super,5,1,0,0,0
Je n'ai plus les phases de sommeil depuis qqs jours et c une des choses pour laquelle j'ai acheté cette montre,2,0,1,0,0
"3 ans que j'utilise l'application, la dernière mis à jour est nul, si on refuse qu'elle accède à notre journal d'appel, impossible de revenir en arrière. Un application sport et santé n'a pas besoin de m'obliger à accepté cela, surtout quand on sait qu'elle vend au plus offrant ces informations, pour survivre. Merci de rectifier le tire, sinon vous avez un gros virus dans votre société.",3,1,0,1,0
"Il n'y a que l'aérobic pour faire du cardio donc il faudrait compléter un peu plus par cardio, cardioboxe, circuit training, etc... Sinon excellente application",5,1,0,1,0
"Pourquoi les entrainements personnalisés pour la course ont été retirés ? Édit: ils sont maintenant dans la ""catégorie coach de course"" du coup je remets la note 👍",4,1,0,0,1
Très bien rien a dire Manque la fonction crossfit,4,1,0,1,0
"Sur les 18 000 pas que je fais sur la journée d'hier, l'appli n'en compte que 3 000 et m'a éffacé toute une partie de la journée. J'ai acheté une montre connectée spécifiquement pour avoir un suivit du nombre de pas que je fais par jours alors je suis assez décu d'avoir des données erronées.",2,0,1,0,0
All what u need from such an app,5,1,0,0,0
Appli plutôt correcte. Mais lors de l'enregistrement d'une séance de marche le détail de la carte ne s'enregistre pas,3,1,1,0,0
J adore mais juste une petite question est il possible d ajouter un nombre de pas nous même car je n ai pas tjs mon tel sur moi et j ai une montre compteur de pas si oui comment peut on le faire ?merci de votre réponse sinon l appli est top j adore,5,1,0,1,0
ça m'a sai à rien apr prendre de la place dans mon tél 🤬,1,1,0,0,0
Application très utile pour le quotidien.C'est vraiment cool.,5,1,0,0,0
"J'adore cette application je utilise tout les jours, j'aime les défis proposé par l'application.",5,1,0,0,1
"Plus aucune possibilité de synchroniser les informations avec les 
applications partenaires.",1,0,1,0,0
"L'application était parfaite avant, déçue de ne plus avoir le compteur de calories avec objectifs et jauge...",3,0,0,1,0
Pas assez précis,2,0,0,1,0
Application sympa,5,1,0,0,0
Ok,5,1,0,0,0
"Super amusant surtout avec une montre en plus dommage que quand on se mais dans les défis il y à des gens qui font 1.000.000 de pat sur un moi,c'est dure d y croire",5,1,1,0,0
Superbe application qui motive beaucoup bravo,5,1,0,0,1
Excellent,5,1,0,0,0
Ça marche,3,1,0,0,0
not sure of the value added of the latest updates. In opposition I don't find some features anylonger like: looking at average weight per week or month?? It's only by day now. Why that? am I missing something?,3,0,0,1,0
"Bonne, mais s'arrete souvent pour rien.ne marche pas bien sans connection internet",3,1,1,0,0
ludique et utile j'aime beaucoup,5,1,0,0,0
Si cela pouvait également prendre en compte les prises et pertes d'altitude cela serait super.,5,0,0,1,0
Très Bonner application je vous le conseil,5,1,0,0,0
j adore cette apli,5,1,0,0,0
Plus moyen de compter les pas...appli qui va finir désinstaller,1,1,1,0,0
NUL la mise à jour nous a enlevé les minutes d'activité : nous n'avons plus le suivi d'activité qui prend en compte les pas au quotidien. Rendez nous le temps de notre mobilité.,1,1,0,1,0
J'aimais beaucoup cette application mais le décompte des pas ne se fait plus ou mal,1,1,1,0,0
bonne application !! les défis sont très bien,5,1,0,0,1
C bien fait .,4,1,0,0,0
Cette application ma donné le +,5,1,0,0,0
Nouvelle version moins sympathique !,2,1,0,0,0
J'aime pas du tout la derniere maj Je ne retrouve plus 'la gestion du poids' ou je savais si j'etais ou non au dessus ou en dessous de mon apport calorique. D'ou mon vote a 1 etoile. Si vpus pouviez remettre cet onglet ce serais top,1,1,0,1,0
Depuis la nouvelle version ma Gear S3 se vide en 1 journée si elle est connectée à mon téléphone. À corriger d'urgence !,1,0,1,0,0
Dommage qu'il faille s'inscrire et accepter tous pour que sa marche,2,0,0,1,0
Ne démarre plus automatiquement,1,0,1,0,0
"Historique d'un mois insuffisant, trop de notification, manque de souplesse concernant nos activités favorites. A peaufiner. Merci",2,0,0,1,0
"Application bien juste dommage que l'on ne peut pas modifier les exercices 
de présent par défaut sur la montre gear s3",3,1,0,1,0
Mercie beaucoup pour cette logiciel,5,1,0,0,0
il faut Que L'application Detecte La Marche Et La course Et La marche d'echelle,4,0,0,1,0
Génial,5,1,0,0,0
Superbe Samsung Health un bon companion pour la santé on général,4,1,0,0,1
"Application super jusqu'à que je puisse même plus rentrer sur l'appli, j'ai même plus accès à mes donnes de sommeil, important en ce moment en plus .. Très déçu ..",1,1,1,0,0
"Assez bien dans l'ensemble, merci.",3,1,0,0,0
"Appli qui fait son boulot et qui rend l'activité physique fun grâce aux 
défits et aure trophées",5,0,0,0,1
"Il faut absolument remettre en question l'algorithme du sommeil, j'ai entre 0% et 8% de sommeil profond, à ce rythme je serai décédé... Regardez sur les forums (Samsung ou autre) le problème est commun à tous les utilisateurs Device : oneplus 5t Smartwatch : samsung galaxy watch active",2,0,1,0,0
bonne appli,4,1,0,0,0
Trop d'informations personnelles sans rapport avec la santé sont quand-même partagées.,1,0,0,1,0
Application au top 😊,5,1,0,0,0
bien,5,1,0,0,0
Mise à jour qui oblige d'accéder aux contacts... On retrouve enfin le suivi du poids... mais je préfère l'ancienne version... la on a les points mais impossible de sélectionner ce qu'on veut réellement voir... c'est l'appli qui décide... nul.,3,1,0,1,0
Cool,5,1,0,0,0
Meme en désactivant les notif j'en reçois alors que je m'enfou de votre appli,2,0,1,0,0
Accès au téléphone pourquoi ?,1,0,0,1,0
Merci sa fait une Structure aux modes de vie Et des objectifs.,5,0,0,0,1
"Pour utiliser la montre, je dois maintenant OBLIGATOIREMENT accepter la validation en 2 étapes qui... 1. Exige mon numéro de téléphone. 😡😡😡😡 Si quelqu'un peut piger les conditions générales et m'expliquer ce qu'ilsvont en faire 🥱🤔, je veux bien. Prémices de harcèlements téléphoniques et publicitaires ? 2. Et va en plus communiquer mon téléphone à mes amis pour qu'ils me trouvent !? 😡😡😡😡😡 Je suis assez grand pour faire ça tout seul, je suis pas débile à ce point. --- C'est MALHONNÊTE!",1,1,0,1,0
Really disappointed since O2 saturation feature was removed,1,0,0,1,0
"V 6.12.0.029 : widget des pas journalier difficilement lisible, écriture petite.. Ce serait bien de pouvoir choisir entre l'ancien widget 5x1 à gros caractères et ce nouveau widget qu'on pourrait redimensionner jusque 3x1",2,0,0,1,0
Hello. It is possible to add the STOP SMOKING function in your application with a Widget for the S3 Frontier watch. Thank you,3,0,0,1,0
bien,5,1,0,0,0
"Vraiment déçue de cette application car il faut toujours avoir son portable sur soi pour le comptage de pas. Il est vraiment dommage que cette application ne puisse se coupler à une Fitbit et d'être obligée d'avoir une galaxy pour cela. Une fonction où on pourrait ajouter nos pas selon les appareils qu'on utilise serait un plus. Parce que au final, ca sert à quoi de participer aux défis si on peut pas avoir notre vrai nombre de pas",1,1,0,1,0
"Pourquoi quand je fais du ski alpin, l application me dit pas le nombre de km parcourue ?? Pourtant, le signal GPS est actif et excellent .",2,0,1,0,1
"Je voudrais bien mettre un zero mais c'est impossible. Pourquoi demander accès à mes contacts et ma vie privée?!!! À ce point. Non mais serieux, la concurrence ce n'est pas ce qui manque. Appli supprimée, next!",1,1,0,1,0
"Trop intrusif, travaille en arrière-plan pas d option pour quitter.",2,0,0,1,0
Trop pratique,5,1,0,0,0
génial,5,1,0,0,0
C'est super sympa,5,1,0,0,0
Pourquoi un accès au journal d'appel..... => solution: désinstaller Dommage pr vous c honteux 😡,1,1,0,1,0
"Si je fais de la marche ou de la course par exemple et que je fais une pause l' application considere que je démarre une nouvelle activité , c est pénible et donc je perds tout ce qu il y avait avant et parfois pire considéré avec la pause que l' activité est terminée et donc ne garde en Loire que le 1ere trajet jusqu a la pause ...du coup je vais choisir une autre application",1,0,1,0,1
Bien,4,1,0,0,0
Imposition de ouvrire et accepte pas le mot passe et de plus ces en anglais,2,0,1,0,0
parfait et utile,5,1,0,0,0
"Très bonne application. Utilisation simple et ""ludique""",5,1,0,0,0
Bonne application et ludique.,4,1,0,0,0
Sa sert strictement à rien cette application 👎,1,1,0,0,0
Pas topitop,1,1,0,0,0
"bonne appli, malgré tous les tricheurs...",4,1,0,1,0
bonjour cet apli est tres bien j'ai 12 ans mon entourage dis que je n'ai pas besoin de faire autant de sport mais jme trouve assez complexée enfin bref tout ça pour dire le podometre au top et les autres fonctions super mais je voulais changer mon mot de passe et je ne sais pas comment on fait merci d'avance,4,1,0,1,1
bien,3,1,0,0,0
best,5,1,0,0,0
Ne fonctionne plus sur mon Samsung malgré tous les conseils de réinstallation,1,0,1,0,0
Pas mal,3,1,0,0,0
"Très déçu par la mise a jour. La mesure du rythme cardiaque, le taux de stress, taux de glucose etc... a été annihiler et ce n'est pas du tout bien pensée a y remedier",2,1,0,1,0
Trop bien,5,1,0,0,0
"Une catastrophe, depuis la mise à jour, l'appli bug et crash complètement. Impossible à utiliser désormais.",1,1,1,0,0
"De pire en pire ! Maintenant, n'affiche Plus le dénivelé total lors d'une randonnée !",1,1,1,0,0
"Nul : lors de mes sorties velo, kilométrage et vitesse restent a zéro. Le parcours n'est pas enregistré 😤😠",1,0,1,0,0
🤗,5,1,0,0,0
"Rien à dire très complète j'aimais bien le fait que l'on puisse suivre sa 
nutrition en plus du sport",5,0,0,0,1
Excellente application,5,1,0,0,0
Bien . pour le suivi de la alimentation mettre si cela est possible le scan des codes barres. Pour le sommeil un peu plus de détails et avoir un graphique avec des heures plus précis. Récapitulatif semaine avec le temps sur chaque activité car actuellement il faut cliquer sur les activités pour connaître son temps sur la semaine. Merci de tenir compte afin d apporter encore des améliorations,4,1,0,1,0
Quelques éléments à améliorer mais bonne application dans l'ensemble.,4,1,0,0,0
"Nouvelle mise à jour et toujours aussi exigeante en terme de d'autorisations. Je désinstalle définitivement. Obligé d'autoriser l'accès au téléphone, sinon je reste bloqué sur l'écran d'accueil. À corriger rapidement. Exigence inadmissible de mon point de vue. Samsung, vous savez ce qu'il vous reste à faire !!!!!",1,1,0,1,0
Ça demande de gerer les appels ça n'a rien avoir avec c'est application,1,0,0,1,0
Il y a un souci avec le diagramme des heures de sommeil ...,3,0,1,0,0
topissime,5,1,0,0,0
Très bon appli,5,1,0,0,0
Je déteste la nouvelle version je préfère celle d'avant 😡,5,1,0,0,0
Merci,5,1,0,0,0
"Bien mais une étoile en moins parce qu'elle m'oblige à configurer la connexion en 2 temps avec envoi de SMS. Non mais franchement, c'est juste pour enregistrer mon nombre de pas, pas mon compte en banque !",4,1,0,1,0
bien mais manque des activités modernes comme le crosstraining ou le TRX....,4,1,0,1,0
Ne mets plus la gestion des calories depuis la mise à jour ce qui était la raison pour laquelle je l'utilisais.,1,0,0,1,0
Manque le trajet du parcour sous forme de maps,3,0,0,1,0
Appli pratique et intuitive,5,1,0,0,0
Excellente va vous rendre addicte au sport,5,1,0,0,1
"Je trouve que l'application n'est pas très intuitive, et visuellement elle n'est pas très ""sexy"". Il manque aussi des liaisons avec les montres Samsung. Par exemple, les objectifs journaliers (le cœur formé par les trois objectifs) n'est pas sur l'appli, pourquoi ?!",2,1,0,1,0
Très bonne applique,5,1,0,0,0
👍,5,1,0,0,0
"Depuis la mise a jour l'application fait arreter mon tel sans arret...alors 
quavant tout allait bien",2,0,1,0,0
Super pour encourager les petites sportives . elle m'a fait me surpasser . très bonne application pour marcher regulierement,5,0,0,0,1
Depuis la dernière mise à jour l'application plante sans arrêt dommage,3,0,1,0,0
Plus de gestion du poid pourriez vous faire le nécessaire au plus vite avant que je ne change de programme. De plus je vois que je ne suis pas le seul embêté en consultant les avis précédents mais ne vois aucune réponse de votre part.,3,0,0,1,0
Impossible d'entrer dans l'application. Message d'erreur systématiquement. Dommage!,1,0,1,0,0
Il n'y a plus l'étude du récapitulatif hebdomadaire depuis semaine 14,4,0,0,1,0
Impossible d'accéder à l'application ! Message d'erreur,1,0,1,0,0
"Je suis utilisateur de l appli avec ma montre gear sport, et je trouve que la partie sommeil est erronée,car elle ne fait pas la différence entre le moment du coucher et le début du sommeil. Je me couche mais je ne dors pas systématiquement de suite. J'ai testé une autre montre à 30€, elle utilisait l appli My Fit Log qui elle fonctionne très bien.98% juste, avec le moment de l endormissement, les réveils en pleine nuit et un interface plus qu au top. Est il possible d améliorer l interface?",2,0,1,1,1
"Depuis un petit moment l'application demande d'aller dans les paramètres pour autorisés je ne c'est pas quoi, j'ai essayé a plusieurs reprises de faire ce qu'il demande en vain, (j'apprécié l'appli avant). Pas que ça a faire de passer mon temps a chercher a régler ce truc.",1,1,1,0,0
J'aime les défis,5,0,0,0,1
"En essayant de faire la mise à jour, l'application a mis mon téléphone en bootloop",1,0,1,0,0
Très bonne application,5,1,0,0,0
"La nouvelle version (16/1/21) introduit des régressions fonctionnelles majeures en supprimant les courbes de tendance. Toute personne qui contrôle ses paramètres sait que l'important c'est la tendance long terme, pas la variation quotidienne. Remettez nous rapidement les tendances hebdomadaires et mensuelles s'il vous plaît et arrêtez de supprimer des fonctionnalités ! Cette nouvelle version n'est pas un progrès mais un retour en arrière.",1,0,0,1,0
Très bien,5,1,0,0,0
Cool trop bien,4,1,0,0,0
Mon application ne fonctionne pas je viens de marcher 6km et on me donne 170 pas.....,1,0,1,0,0
"Gérer les appels téléphoniques, sérieusement ??? Aurevoir Samsung",1,1,0,1,0
"Je suis d'accord avec les commentaires précédents : plus ça va et plus cette application devient dénuée de sens. C'est dommage que cette application healthy qui était très complète se voit limitée au fur et à mesure des suppressions de suivis tel que la gestion du poids, les suivis des calories, de la caféine... J'en arrive à hésiter à chaque nouvelle mise à jour...",2,1,0,1,0
Je supprime cette appli car il y a une obligation d'être connecté à un compte (récupération des données personnelles),1,1,0,1,0
très bonne appli,5,1,0,0,0
"Appli très bien. Contrairement à Fitbit, on peut enregistrer manuellement les données du sommeil. J'enlève juste une étoile car il manque le skateboard et la trottinette dans les activités physiques.",4,1,0,1,1
J adore,5,1,0,0,0
bien,4,1,0,0,0
application utile qui permet de gérer la vie quotidienne,4,0,0,0,1
la rando et le vélo n'indique pas le nombre de kilomètres à la fin de l'exercice ! grrr,2,0,1,0,0
Depuis un certain temps l'application beugue beaucoup,3,0,1,0,0
J'utilise depuis quelques mois cette application lors de ma promenade à pied... Super. Le calcul des calories lors de l'enregistrement des repas est bluffant. Il faudrait tenir compte de l'âge dans le calcul. Je ne peux répondre aux questions supplémentaires... tout ne s'affiche pas sur mon Samsung????,5,1,1,1,0
Soutien parfait pour tenir un objectif,5,0,0,0,1
Très utile,5,1,0,0,0
Rien à dire que Mille merci et + très utiles pour nous tous et toutes application merveille.,5,1,0,0,0
Très bien mais des fois il a du mal à compter les nombres de pas,4,0,1,0,0
Ca me permet de me motiver grâce aux challenge mensuel.,4,0,0,0,1
Changement de téléphone et impossible de retrouver mes données. L appli prend automatiquement une adresse mail qui n'est pas la bonne. Xiaomi ne fonctionne pas avec cette appli ?,2,0,1,0,0
😍😍😍😍😍😍😍,5,1,0,0,0
fonctionne très bien avec Samsung s10 je l'utilise tout les jours.,5,0,0,0,1
Très déçue par la nouvelle mise à jour qui a supprimé la gestion du poids qui me semblait essentielle dans cette application. J'espère que cela sera remis très bientôt,3,1,0,1,0
Il est impossible de rajouter les montres type Garmin,1,0,0,1,0
"Très satisfait de cette application, elle m'aide bcp à faire du sport.",5,1,0,0,1
Suis satisfaite,5,1,0,0,0
Bien,5,1,0,0,0
👍🏼,5,1,0,0,0
Trop bien,5,1,0,0,0
Top,5,1,0,0,0
Tres bonne appli,5,1,0,0,0
Tre5,5,1,0,0,0
Top,5,1,0,0,0
Tip top,5,1,0,0,0
Est il possible de l'avoir en français ?MERCI,1,0,0,1,0
"L'application est très bien mais depuis la récente mise à jour, ma montre Fit e ne synchronise plus mes données de fréquence cardiaque...",1,1,1,0,0
très compliqué 😓😓😓😓,2,0,0,0,1
C'est une très bonne application. Elle nous aide beaucoup à rester toujours actif.,5,1,0,0,1
"Le suivi des activités pourrait nettement être améliorer, par exemple avec le capteur de mouvement pour les squat ou le capteur de proximité pour les pompes chose que des milliers d'applications sont capable de faire sauf celle ci, Les défis pourrait être classé en régional ou national, il est 0h03 le défi du mois vien de commence mais il y a déjà des dizaines qui ont déjà finis et qui ont déjà plus qu'un sportif normal fera en 1 mois complet... c'est juste nimporte quoi",2,0,0,1,0
Dommage cette application ne fonctionne plus bien depuis les dernières mises à jour.,2,0,1,0,0
pourquoi je peut pas mesuré mon pouls et oci la mesure de stress ???,2,0,1,0,0
Rien à rajouté bravo,5,1,0,0,0
très bonne application qui nous motive à courir ou marché,5,1,0,0,1
Ca me motive,5,0,0,0,1
Super pratique pour faire de l'activité physique,5,1,0,0,1
Très satisfaite de cette application,5,1,0,0,0
Bonne application,5,1,0,0,0
Facile d utilisation et précis,4,1,0,0,0
Sympa,5,1,0,0,0
Top,5,1,0,0,0
Excellent,5,1,0,0,0
dommage d'avoir enlever le comotage des calorías cotidienes,3,0,0,1,0
Nombreuses déconnexions gadget,1,0,1,0,0
"J'ai commencer a utilisé shealth avec mon s4 et a ma grandre surprise , l'application et de moins précise , pas du tout intuitif , manque d'information , connecter avec ma gears s3 je n'ai pas la vitesse en km/h 3n vélo mais quand je marche ca fonctionne , fait des effort Samsung , car je trouve l'application de moins en moins pratique",3,0,0,1,1
👍,5,1,0,0,0
